"","date","team1","team1_score","team2","team2_score","map","event","winner","win_margin"
"705","19/7/19","Heretics","14","Epsilon","16","Overpass","KING OF BETSCSGO.GG","Epsilon",2
"706","19/7/19","Epsilon","16","Heretics","14","Inferno","KING OF BETSCSGO.GG","Epsilon",2
"707","19/7/19","NRG","22","FURIA","19","Nuke","Americas Minor - StarLadder Major 2019","NRG",3
"708","19/7/19","FURIA","7","NRG","16","Train","Americas Minor - StarLadder Major 2019","FURIA",9
"709","18/7/19","Envy","15","MIBR","19","Train","IEM Chicago 2019","MIBR",4
"710","18/7/19","Envy","9","MIBR","16","Mirage","IEM Chicago 2019","Envy",7
"711","18/7/19","MIBR","11","Envy","16","Inferno","IEM Chicago 2019","Envy",5
"712","18/7/19","G2","9","Liquid","16","Inferno","IEM Chicago 2019","G2",7
"713","18/7/19","G2","13","Liquid","16","Overpass","IEM Chicago 2019","Liquid",3
"714","18/7/19","G2","16","Liquid","13","Dust2","IEM Chicago 2019","G2",3
"715","18/7/19","NoChance","11","mousesports","16","Nuke","Europe Minor - StarLadder Major 2019","mousesports",5
"716","18/7/19","mousesports","6","NoChance","16","Vertigo","Europe Minor - StarLadder Major 2019","mousesports",10
"717","18/7/19","mousesports","16","NoChance","2","Mirage","Europe Minor - StarLadder Major 2019","NoChance",14
"718","18/7/19","Renegades","14","ENCE","16","Train","IEM Chicago 2019","ENCE",2
"719","18/7/19","ENCE","16","Renegades","7","Inferno","IEM Chicago 2019","Renegades",9
"720","18/7/19","Heroic","16","Vitality","9","Nuke","IEM Chicago 2019","Vitality",7
"721","18/7/19","Vitality","14","Heroic","16","Overpass","IEM Chicago 2019","Heroic",2
"722","18/7/19","North","16","BIG","7","Inferno","Europe Minor - StarLadder Major 2019","BIG",9
"723","18/7/19","BIG","12","North","16","Overpass","Europe Minor - StarLadder Major 2019","North",4
"724","18/7/19","MIBR","9","G2","16","Dust2","IEM Chicago 2019","MIBR",7
"725","18/7/19","MIBR","6","G2","16","Overpass","IEM Chicago 2019","MIBR",10
"726","18/7/19","Envy","6","Liquid","16","Mirage","IEM Chicago 2019","Envy",10
"727","18/7/19","Envy","1","Liquid","16","Vertigo","IEM Chicago 2019","Liquid",15
"728","18/7/19","mousesports","16","Sprout","9","Mirage","Europe Minor - StarLadder Major 2019","Sprout",7
"729","18/7/19","mousesports","16","Sprout","12","Dust2","Europe Minor - StarLadder Major 2019","mousesports",4
"730","18/7/19","Sprout","16","mousesports","13","Train","Europe Minor - StarLadder Major 2019","Sprout",3
"731","18/7/19","FURIA","16","eUnited","12","Overpass","Americas Minor - StarLadder Major 2019","FURIA",4
"732","18/7/19","eUnited","9","FURIA","16","Nuke","Americas Minor - StarLadder Major 2019","eUnited",7
"733","17/7/19","North","9","fnatic","16","Train","Europe Minor - StarLadder Major 2019","North",7
"734","17/7/19","fnatic","16","North","2","Nuke","Europe Minor - StarLadder Major 2019","North",14
"735","17/7/19","NoChance","10","CR4ZY","16","Nuke","Europe Minor - StarLadder Major 2019","CR4ZY",6
"736","17/7/19","CR4ZY","16","NoChance","5","Dust2","Europe Minor - StarLadder Major 2019","NoChance",11
"737","17/7/19","CR4ZY","16","Sprout","13","Train","Europe Minor - StarLadder Major 2019","CR4ZY",3
"738","17/7/19","Heretics","16","Winstrike","8","Nuke","KING OF BETSCSGO.GG","Winstrike",8
"739","17/7/19","BIG","6","North","16","Dust2","Europe Minor - StarLadder Major 2019","BIG",10
"740","17/7/19","mousesports","14","NoChance","16","Inferno","Europe Minor - StarLadder Major 2019","NoChance",2
"741","17/7/19","FURIA","13","INTZ","16","Overpass","Americas Minor - StarLadder Major 2019","INTZ",3
"742","16/7/19","AGO","12","HAVU","16","Inferno","GameAgents League Season 3","HAVU",4
"743","16/7/19","HAVU","17","AGO","19","Train","GameAgents League Season 3","AGO",2
"744","16/7/19","HAVU","16","AGO","14","Dust2","GameAgents League Season 3","HAVU",2
"745","16/7/19","Tricked","19","Nemiga","17","Mirage","ESEA Advanced Season 31 Europe","Tricked",2
"746","16/7/19","Nemiga","7","Tricked","16","Nuke","ESEA Advanced Season 31 Europe","Nemiga",9
"747","15/7/19","Chaos","6","Illuminar","16","Vertigo","UCC Summer Smash","Chaos",10
"748","15/7/19","Illuminar","16","Chaos","7","Overpass","UCC Summer Smash","Chaos",9
"749","15/7/19","AVANGAR","1","Chaos","16","Inferno","UCC Summer Smash","Chaos",15
"750","15/7/19","Chaos","13","AVANGAR","16","Mirage","UCC Summer Smash","AVANGAR",3
"751","15/7/19","Chaos","16","AVANGAR","10","Overpass","UCC Summer Smash","Chaos",6
"752","15/7/19","FaZe","6","Liquid","16","Inferno","BLAST Pro Series Los Angeles 2019","FaZe",10
"753","15/7/19","Liquid","16","FaZe","13","Nuke","BLAST Pro Series Los Angeles 2019","Liquid",3
"754","14/7/19","NRG","11","FaZe","16","Nuke","BLAST Pro Series Los Angeles 2019","FaZe",5
"755","14/7/19","FaZe","16","NRG","7","Train","BLAST Pro Series Los Angeles 2019","NRG",9
"756","14/7/19","FURIA","16","Spirit","5","Vertigo","ESEA Season 31 Global Challenge","Spirit",11
"757","14/7/19","Spirit","10","FURIA","16","Nuke","ESEA Season 31 Global Challenge","FURIA",6
"758","14/7/19","Tricked","7","G2","16","Inferno","Good Game League 2019","Tricked",9
"759","14/7/19","G2","19","Tricked","15","Train","Good Game League 2019","G2",4
"760","14/7/19","HAVU","17","Chaos","19","Inferno","OGA Counter PIT by AMD and Sapphire Season 5","Chaos",2
"761","14/7/19","Chaos","16","HAVU","13","Train","OGA Counter PIT by AMD and Sapphire Season 5","Chaos",3
"762","14/7/19","Chaos","9","HAVU","16","Dust2","OGA Counter PIT by AMD and Sapphire Season 5","Chaos",7
"763","14/7/19","Cloud9","14","Liquid","16","Inferno","BLAST Pro Series Los Angeles 2019","Liquid",2
"764","14/7/19","Cloud9","8","Liquid","16","Mirage","BLAST Pro Series Los Angeles 2019","Cloud9",8
"765","14/7/19","Sprout","14","Spirit","16","Dust2","ESEA Season 31 Global Challenge","Spirit",2
"766","14/7/19","Sprout","15","Spirit","19","Mirage","ESEA Season 31 Global Challenge","Spirit",4
"767","14/7/19","FURIA","16","Vitality","4","Inferno","ESEA Season 31 Global Challenge","Vitality",12
"768","14/7/19","Vitality","10","FURIA","16","Train","ESEA Season 31 Global Challenge","FURIA",6
"769","14/7/19","G2","16","GamerLegion","4","Vertigo","Good Game League 2019","GamerLegion",12
"770","14/7/19","GamerLegion","10","G2","16","Nuke","Good Game League 2019","G2",6
"771","14/7/19","Virtus.pro","19","Tricked","22","Train","Good Game League 2019","Tricked",3
"772","14/7/19","Virtus.pro","5","Tricked","16","Nuke","Good Game League 2019","Virtus.pro",11
"773","14/7/19","Tricked","13","Virtus.pro","16","Mirage","Good Game League 2019","Virtus.pro",3
"774","14/7/19","FaZe","16","MIBR","14","Inferno","BLAST Pro Series Los Angeles 2019","FaZe",2
"775","14/7/19","NRG","15","Cloud9","15","Nuke","BLAST Pro Series Los Angeles 2019","Cloud9",0
"776","14/7/19","Renegades","11","Liquid","16","Vertigo","BLAST Pro Series Los Angeles 2019","Liquid",5
"777","14/7/19","NRG","16","MIBR","10","Inferno","BLAST Pro Series Los Angeles 2019","NRG",6
"778","14/7/19","Liquid","16","FaZe","4","Nuke","BLAST Pro Series Los Angeles 2019","FaZe",12
"779","14/7/19","Cloud9","12","Renegades","16","Inferno","BLAST Pro Series Los Angeles 2019","Renegades",4
"780","14/7/19","MIBR","11","Liquid","16","Mirage","BLAST Pro Series Los Angeles 2019","Liquid",5
"781","13/7/19","FaZe","12","Cloud9","16","Mirage","BLAST Pro Series Los Angeles 2019","Cloud9",4
"782","13/7/19","NRG","16","Renegades","8","Dust2","BLAST Pro Series Los Angeles 2019","Renegades",8
"783","13/7/19","MIBR","15","Cloud9","15","Mirage","BLAST Pro Series Los Angeles 2019","Cloud9",0
"784","13/7/19","Liquid","16","NRG","9","Overpass","BLAST Pro Series Los Angeles 2019","NRG",7
"785","13/7/19","Epsilon","10","Virtus.pro","16","Inferno","Good Game League 2019","Virtus.pro",6
"786","13/7/19","Epsilon","15","Virtus.pro","19","Nuke","Good Game League 2019","Virtus.pro",4
"787","13/7/19","GamerLegion","16","HellRaisers","8","Inferno","Good Game League 2019","HellRaisers",8
"788","13/7/19","GamerLegion","22","HellRaisers","20","Vertigo","Good Game League 2019","GamerLegion",2
"789","13/7/19","Cloud9","8","Liquid","16","Inferno","BLAST Pro Series Los Angeles 2019","Cloud9",8
"790","13/7/19","Renegades","14","FaZe","16","Train","BLAST Pro Series Los Angeles 2019","FaZe",2
"791","13/7/19","Sprout","16","FURIA","8","Inferno","ESEA Season 31 Global Challenge","FURIA",8
"792","13/7/19","NRG","9","FaZe","16","Nuke","BLAST Pro Series Los Angeles 2019","NRG",7
"793","13/7/19","Renegades","14","MIBR","16","Mirage","BLAST Pro Series Los Angeles 2019","MIBR",2
"794","13/7/19","Vitality","16","Spirit","8","Train","ESEA Season 31 Global Challenge","Spirit",8
"795","13/7/19","Virtus.pro","16","Winstrike","3","Train","Good Game League 2019","Winstrike",13
"796","13/7/19","Virtus.pro","16","Winstrike","13","Overpass","Good Game League 2019","Virtus.pro",3
"797","13/7/19","Virtus.pro","11","Winstrike","16","Nuke","Good Game League 2019","Winstrike",5
"798","13/7/19","HellRaisers","16","Aristocracy","10","Dust2","Good Game League 2019","HellRaisers",6
"799","13/7/19","Aristocracy","16","HellRaisers","11","Mirage","Good Game League 2019","Aristocracy",5
"800","13/7/19","Aristocracy","14","HellRaisers","16","Overpass","Good Game League 2019","HellRaisers",2
"801","13/7/19","GamerLegion","14","Tricked","16","Dust2","Good Game League 2019","Tricked",2
"802","13/7/19","G2","16","Epsilon","12","Inferno","Good Game League 2019","G2",4
"803","13/7/19","HellRaisers","20","GamerLegion","22","Inferno","Good Game League 2019","GamerLegion",2
"804","13/7/19","Virtus.pro","20","Epsilon","22","Mirage","Good Game League 2019","Epsilon",2
"805","13/7/19","G2","16","Winstrike","12","Train","Good Game League 2019","G2",4
"806","13/7/19","Tricked","16","Aristocracy","10","Nuke","Good Game League 2019","Tricked",6
"807","12/7/19","Vitality","16","Sprout","11","Mirage","ESEA MDL Season 31 Europe Finals","Vitality",5
"808","12/7/19","Sprout","15","Vitality","19","Overpass","ESEA MDL Season 31 Europe Finals","Vitality",4
"809","11/7/19","Illuminar","16","Aristocracy","6","Vertigo","UCC Summer Smash","Aristocracy",10
"810","11/7/19","Aristocracy","17","Illuminar","19","Nuke","UCC Summer Smash","Illuminar",2
"811","11/7/19","Nemiga","13","AGO","16","Inferno","GameAgents League Season 3","AGO",3
"812","11/7/19","Nemiga","16","AGO","10","Overpass","GameAgents League Season 3","Nemiga",6
"813","11/7/19","Nemiga","11","AGO","16","Mirage","GameAgents League Season 3","AGO",5
"814","10/7/19","NoChance","9","Aristocracy","16","Train","UCC Summer Smash","NoChance",7
"815","10/7/19","Aristocracy","16","NoChance","6","Nuke","UCC Summer Smash","NoChance",10
"816","10/7/19","Aristocracy","12","NoChance","16","Dust2","UCC Summer Smash","NoChance",4
"817","9/7/19","CR4ZY","13","G2","16","Train","ESL One New York 2019 Europe Closed Qualifier","G2",3
"818","9/7/19","CR4ZY","11","G2","16","Dust2","ESL One New York 2019 Europe Closed Qualifier","G2",5
"819","9/7/19","G2","8","CR4ZY","16","Vertigo","ESL One New York 2019 Europe Closed Qualifier","G2",8
"820","9/7/19","Tricked","19","G2","22","Inferno","ESL One New York 2019 Europe Closed Qualifier","G2",3
"821","9/7/19","Tricked","7","G2","16","Dust2","ESL One New York 2019 Europe Closed Qualifier","Tricked",9
"822","9/7/19","Sprout","5","CR4ZY","16","Mirage","ESL One New York 2019 Europe Closed Qualifier","Sprout",11
"823","9/7/19","CR4ZY","16","Sprout","10","Dust2","ESL One New York 2019 Europe Closed Qualifier","CR4ZY",6
"824","9/7/19","G2","9","Tricked","16","Train","ESL One New York 2019 Europe Closed Qualifier","G2",7
"825","9/7/19","Epsilon","13","forZe","16","Mirage","LOOT.BET Smack My Beach Cup","forZe",3
"826","9/7/19","forZe","16","Epsilon","7","Train","LOOT.BET Smack My Beach Cup","Epsilon",9
"827","9/7/19","mousesports","9","CR4ZY","16","Nuke","ESL One New York 2019 Europe Closed Qualifier","mousesports",7
"828","9/7/19","CR4ZY","13","mousesports","16","Train","ESL One New York 2019 Europe Closed Qualifier","mousesports",3
"829","9/7/19","mousesports","14","CR4ZY","16","Mirage","ESL One New York 2019 Europe Closed Qualifier","CR4ZY",2
"830","9/7/19","Tricked","19","BIG","15","Dust2","ESL One New York 2019 Europe Closed Qualifier","Tricked",4
"831","9/7/19","BIG","11","Tricked","16","Nuke","ESL One New York 2019 Europe Closed Qualifier","Tricked",5
"832","7/7/19","Aristocracy","14","Virtus.pro","16","Mirage","Polish Esport League Spring 2019 Finals","Virtus.pro",2
"833","7/7/19","Virtus.pro","16","Aristocracy","11","Train","Polish Esport League Spring 2019 Finals","Virtus.pro",5
"834","7/7/19","Liquid","16","Vitality","8","Mirage","ESL One Cologne 2019","Vitality",8
"835","7/7/19","Liquid","16","Vitality","10","Inferno","ESL One Cologne 2019","Liquid",6
"836","7/7/19","Liquid","17","Vitality","19","Dust2","ESL One Cologne 2019","Vitality",2
"837","7/7/19","Vitality","6","Liquid","16","Overpass","ESL One Cologne 2019","Vitality",10
"838","7/7/19","Virtus.pro","16","AGO","11","Inferno","Polish Esport League Spring 2019 Finals","Virtus.pro",5
"839","7/7/19","AGO","12","Virtus.pro","16","Nuke","Polish Esport League Spring 2019 Finals","Virtus.pro",4
"840","6/7/19","Natus Vincere","12","Liquid","16","Overpass","ESL One Cologne 2019","Liquid",4
"841","6/7/19","Natus Vincere","12","Liquid","16","Dust2","ESL One Cologne 2019","Liquid",4
"842","6/7/19","Astralis","9","Vitality","16","Overpass","ESL One Cologne 2019","Astralis",7
"843","6/7/19","Astralis","22","Vitality","19","Inferno","ESL One Cologne 2019","Astralis",3
"844","6/7/19","Astralis","8","Vitality","16","Dust2","ESL One Cologne 2019","Astralis",8
"845","5/7/19","Natus Vincere","16","NiP","9","Mirage","ESL One Cologne 2019","NiP",7
"846","5/7/19","NiP","12","Natus Vincere","16","Inferno","ESL One Cologne 2019","Natus Vincere",4
"847","5/7/19","Vitality","16","NRG","7","Mirage","ESL One Cologne 2019","NRG",9
"848","5/7/19","NRG","7","Vitality","16","Dust2","ESL One Cologne 2019","NRG",9
"849","4/7/19","Heroic","14","Vitality","16","Inferno","ESL One Cologne 2019","Vitality",2
"850","4/7/19","Vitality","16","Heroic","13","Overpass","ESL One Cologne 2019","Vitality",3
"851","4/7/19","NiP","8","Astralis","16","Inferno","ESL One Cologne 2019","NiP",8
"852","4/7/19","Astralis","19","NiP","16","Dust2","ESL One Cologne 2019","Astralis",3
"853","4/7/19","NRG","20","Liquid","22","Inferno","ESL One Cologne 2019","Liquid",2
"854","4/7/19","Liquid","16","NRG","12","Nuke","ESL One Cologne 2019","Liquid",4
"855","4/7/19","mousesports","9","Natus Vincere","16","Train","ESL One Cologne 2019","mousesports",7
"856","4/7/19","mousesports","16","Natus Vincere","8","Dust2","ESL One Cologne 2019","Natus Vincere",8
"857","4/7/19","Natus Vincere","22","mousesports","19","Inferno","ESL One Cologne 2019","Natus Vincere",3
"858","4/7/19","fnatic","17","Vitality","19","Overpass","ESL One Cologne 2019","Vitality",2
"859","4/7/19","Vitality","19","fnatic","16","Mirage","ESL One Cologne 2019","Vitality",3
"860","4/7/19","BIG","7","Heroic","16","Nuke","ESL One Cologne 2019","BIG",9
"861","4/7/19","Heroic","16","BIG","13","Inferno","ESL One Cologne 2019","Heroic",3
"862","3/7/19","FURIA","14","Natus Vincere","16","Overpass","ESL One Cologne 2019","Natus Vincere",2
"863","3/7/19","Natus Vincere","16","FURIA","12","Nuke","ESL One Cologne 2019","Natus Vincere",4
"864","3/7/19","Heroic","10","NiP","16","Inferno","ESL One Cologne 2019","NiP",6
"865","3/7/19","NiP","16","Heroic","5","Overpass","ESL One Cologne 2019","Heroic",11
"866","3/7/19","mousesports","16","FaZe","8","Mirage","ESL One Cologne 2019","FaZe",8
"867","3/7/19","FaZe","15","mousesports","19","Inferno","ESL One Cologne 2019","mousesports",4
"868","3/7/19","fnatic","6","Astralis","16","Nuke","ESL One Cologne 2019","fnatic",10
"869","3/7/19","Astralis","16","fnatic","1","Train","ESL One Cologne 2019","Astralis",15
"870","3/7/19","MIBR","16","BIG","19","Train","ESL One Cologne 2019","BIG",3
"871","3/7/19","BIG","7","MIBR","16","Overpass","ESL One Cologne 2019","BIG",9
"872","3/7/19","MIBR","11","BIG","16","Dust2","ESL One Cologne 2019","BIG",5
"873","3/7/19","Vitality","16","ENCE","9","Inferno","ESL One Cologne 2019","ENCE",7
"874","3/7/19","Vitality","12","ENCE","16","Nuke","ESL One Cologne 2019","ENCE",4
"875","3/7/19","ENCE","9","Vitality","16","Overpass","ESL One Cologne 2019","ENCE",7
"876","2/7/19","FaZe","12","NRG","16","Overpass","ESL One Cologne 2019","NRG",4
"877","2/7/19","NRG","16","FaZe","11","Mirage","ESL One Cologne 2019","NRG",5
"878","2/7/19","FURIA","16","Renegades","12","Mirage","ESL One Cologne 2019","FURIA",4
"879","2/7/19","Renegades","9","FURIA","16","Nuke","ESL One Cologne 2019","Renegades",7
"880","2/7/19","Natus Vincere","8","Liquid","16","Mirage","ESL One Cologne 2019","Natus Vincere",8
"881","2/7/19","Natus Vincere","16","Liquid","14","Overpass","ESL One Cologne 2019","Natus Vincere",2
"882","2/7/19","Natus Vincere","19","Liquid","22","Dust2","ESL One Cologne 2019","Liquid",3
"883","2/7/19","Vitality","10","NiP","16","Dust2","ESL One Cologne 2019","NiP",6
"884","2/7/19","Heroic","16","ENCE","10","Mirage","ESL One Cologne 2019","Heroic",6
"885","2/7/19","fnatic","16","MIBR","11","Inferno","ESL One Cologne 2019","fnatic",5
"886","2/7/19","Astralis","16","BIG","4","Overpass","ESL One Cologne 2019","BIG",12
"887","2/7/19","FaZe","16","Renegades","14","Mirage","ESL One Cologne 2019","FaZe",2
"888","2/7/19","NRG","16","FURIA","7","Nuke","ESL One Cologne 2019","FURIA",9
"889","2/7/19","mousesports","14","Natus Vincere","16","Train","ESL One Cologne 2019","Natus Vincere",2
"890","1/7/19","Nemiga","16","Epsilon","19","Overpass","LOOT.BET Smack My Beach Cup","Epsilon",3
"891","1/7/19","Epsilon","16","Nemiga","6","Inferno","LOOT.BET Smack My Beach Cup","Nemiga",10
"892","1/7/19","forZe","16","Aristocracy","14","Nuke","LOOT.BET Smack My Beach Cup","forZe",2
"893","1/7/19","forZe","9","Aristocracy","16","Train","LOOT.BET Smack My Beach Cup","forZe",7
"894","1/7/19","Aristocracy","20","forZe","22","Mirage","LOOT.BET Smack My Beach Cup","forZe",2
"895","30/6/19","NoChance","7","Tricked","16","Nuke","Good Game League 2019 Closed Qualifier","NoChance",9
"896","30/6/19","NoChance","16","Tricked","14","Dust2","Good Game League 2019 Closed Qualifier","NoChance",2
"897","30/6/19","Tricked","16","NoChance","13","Train","Good Game League 2019 Closed Qualifier","Tricked",3
"898","30/6/19","Nemiga","16","forZe","12","Inferno","Kalashnikov Cup Season 2","Nemiga",4
"899","30/6/19","forZe","12","Nemiga","16","Nuke","Kalashnikov Cup Season 2","Nemiga",4
"900","30/6/19","forZe","16","Nemiga","13","Mirage","Kalashnikov Cup Season 2","forZe",3
